loss,mse,mae,val_loss,val_mse,val_mae,lr,train_pearson,val_pearson
0.19244936108589172,1.5507149696350098,1.0209743976593018,0.22178030014038086,0.9630381464958191,0.8748219609260559,0.0005,0.14791413074564685,-0.05687071878183339
-0.06405361741781235,1.4352244138717651,0.9532367587089539,0.2839820981025696,1.0874435901641846,0.8024999499320984,0.0005,0.48393479355922525,-0.13328599696265114
-0.3030698895454407,1.590904712677002,1.0003187656402588,0.3711701035499573,1.4387147426605225,0.8805502653121948,0.0005,0.7176756272514947,-0.2286644234147524
-0.5267025232315063,1.9070799350738525,1.0526221990585327,0.41878992319107056,2.0574429035186768,1.0793931484222412,0.0005,0.8253485350836071,-0.2506606176043524
-0.662929356098175,2.836498737335205,1.3229048252105713,0.4062330722808838,2.357855796813965,1.2282044887542725,0.0005,0.9146381002841029,-0.246308819505208
-0.6978633999824524,4.576387405395508,1.6001802682876587,0.355338990688324,3.0183265209198,1.3345574140548706,0.0005,0.9394388696790182,-0.19911929288902414
-0.7362056374549866,6.001645088195801,1.9047530889511108,0.38810160756111145,3.397510528564453,1.4338552951812744,0.0005,0.9711086726079501,-0.21939953273554025
-0.7575927972793579,7.052243232727051,2.06956148147583,0.3702799379825592,4.258440017700195,1.675895094871521,0.0005,0.9735589322306438,-0.19660645472967028
-0.7694764137268066,8.870647430419922,2.228916645050049,0.38919174671173096,4.865285396575928,1.7878650426864624,0.0005,0.9799387998338943,-0.2187671518551707
-0.7732778787612915,11.378358840942383,2.5491342544555664,0.3827124536037445,6.148126125335693,2.0424885749816895,0.0005,0.9772695914876407,-0.22065124746668202
-0.7794092893600464,12.574291229248047,2.725752592086792,0.3442981243133545,7.785256385803223,2.294699192047119,0.0005,0.9798302530468602,-0.1890149513706549
-0.7815929055213928,15.975184440612793,3.031416416168213,0.3366275131702423,7.2641119956970215,2.2074813842773438,0.000100000005,0.9824156699431039,-0.18265225467961352
-0.7881501913070679,15.804018020629883,3.052502393722534,0.33306270837783813,6.7506561279296875,2.124593496322632,0.000100000005,0.984199510069814,-0.1789271260873366
-0.7890873551368713,15.531326293945312,2.99031662940979,0.3358135223388672,7.095649719238281,2.1861720085144043,0.000100000005,0.9865681487914676,-0.17947691598804405
-0.7872316837310791,15.976519584655762,3.0282957553863525,0.3366276025772095,7.683001518249512,2.2739028930664062,0.000100000005,0.9887832768293924,-0.17556340466084505
-0.7915481925010681,17.09317398071289,3.172240972518921,0.33732864260673523,7.466164588928223,2.245025396347046,0.000100000005,0.9910545980419545,-0.1729441479373233
-0.7933411002159119,16.42531967163086,3.1268692016601562,0.34548863768577576,7.782961845397949,2.2974042892456055,0.000100000005,0.9912920952781261,-0.17906627685524304
-0.7830936312675476,16.325376510620117,3.072284460067749,0.35395461320877075,7.957749366760254,2.324247121810913,0.000100000005,0.9918713427938755,-0.18683727107063028
-0.7981950044631958,18.596393585205078,3.296445369720459,0.3488726019859314,8.036979675292969,2.3314852714538574,0.000100000005,0.9922365376406994,-0.1816053923589449
-0.7941279411315918,17.256732940673828,3.1680431365966797,0.35250478982925415,7.969756126403809,2.314622402191162,0.000100000005,0.9920955877515825,-0.1882467072075329
-0.7979708313941956,18.808666229248047,3.3816399574279785,0.3497791886329651,8.37930679321289,2.374058485031128,0.000100000005,0.9935712788926062,-0.18535991870741028
-0.7834982872009277,18.971881866455078,3.257026195526123,0.3469209372997284,8.221651077270508,2.3400235176086426,2.0000001e-05,0.993992838308471,-0.18405560266570978
-0.7936438322067261,19.430810928344727,3.363126277923584,0.34670472145080566,8.281559944152832,2.349916934967041,2.0000001e-05,0.994316535069301,-0.1839492050229523
-0.7945325374603271,19.105602264404297,3.348388671875,0.34565895795822144,8.234807014465332,2.3439419269561768,2.0000001e-05,0.9944950428501858,-0.18303214102602994
-0.7889638543128967,19.212312698364258,3.39567232131958,0.34399986267089844,8.215754508972168,2.340927839279175,2.0000001e-05,0.9946539273928585,-0.181922305110635
-0.7928687930107117,20.669361114501953,3.4418976306915283,0.3436475098133087,8.198678970336914,2.3375699520111084,2.0000001e-05,0.9946259972890663,-0.18165133808921832
-0.7919843792915344,18.235652923583984,3.2683463096618652,0.34593331813812256,8.350784301757812,2.365189790725708,2.0000001e-05,0.994730370271016,-0.18330703061558698
-0.7967296838760376,20.18255615234375,3.4320788383483887,0.3456345200538635,8.380300521850586,2.373178005218506,2.0000001e-05,0.9949305393695006,-0.18297799845747892
-0.796532928943634,21.700336456298828,3.5664069652557373,0.34635472297668457,8.40325927734375,2.379380702972412,2.0000001e-05,0.9949454470238227,-0.1835695407815649
