Feature,Importance
X2_mean,0.06811536215206918
X2_std,0.06336506157531202
X4_mean,0.06151717236055716
X3_std,0.059759295051367255
X7_mean,0.05714486499051957
X9_mean,0.05450886595927097
X5_std,0.05354193126098786
X8_std,0.05351373947565148
X1_mean,0.053308176951837684
X9_std,0.05320367469098772
X3_mean,0.05284175816108606
X8_mean,0.052433072566995136
X6_mean,0.05231607792686633
X7_std,0.051952457368935466
X1_std,0.049319444678107886
X5_mean,0.049233489107284846
X6_std,0.04693665281589517
X4_std,0.04592372472329278
X1_max,0.00330909722676723
X2_min,0.0032857592457435905
X4_min,0.003063351880198788
X4_max,0.001723684357681874
X3_min,0.0015558769375701672
X2_max,0.0014921764651031784
X6_max,0.001467114580991691
X1_min,0.0011511498113041959
X6_min,0.001090059627160004
X5_max,0.000956318302257147
X3_max,0.0009285983934002639
X7_max,0.0005651076004123255
X5_min,0.0004307439443960219
X8_min,3.840287871600828e-05
X8_max,7.721901914027925e-06
X9_min,1.5029358722885843e-08
X7_min,0.0
X9_max,0.0
