Feature,R2_Linear,R2_Poly2,R2_Poly3
X5_std,0.00789893688111687,0.008409679506995338,0.008448090295287258
X4_std,0.00607061713454593,0.008503767369093085,0.00880784520942024
X1_std,0.005989497263096499,0.008891236397627011,0.009275183430865863
X2_std,0.00458840062248933,0.007085057309855758,0.011024107621141921
X4_max,0.004151711822790172,0.004151711822790172,0.004014294567469157
