Feature,R2_Linear,R2_Poly2,R2_Poly3
X10,0.05462812784541482,0.05904620348718981,0.06560996261670593
X3,0.03897800156270903,0.039163191106575956,0.04106614756476712
X16,0.038682837638637446,0.04019226072403026,0.04342988834106609
X5,0.03738704472219312,0.046742755526904656,0.05038445350215026
X15,0.026885696912866353,0.04903340171193027,0.04919032662317879
