,Y
X17,0.06898490659159846
X8,0.02390133596326633
X7,0.01739087216471933
X4,0.004114178874736903
X2,0.002302122338614266
X9,-0.012906333507594478
X14,-0.01859613581827501
X1,-0.07073314763437587
X20,-0.07986668315914475
X18,-0.10659887043740038
X13,-0.1172066088243468
X6,-0.12178398690712763
X19,-0.13967526564128044
X12,-0.13980447216729122
X11,-0.14345033457943188
X15,-0.1639685851401616
X5,-0.19335729808360813
X16,-0.19667953029900612
X3,-0.19742847201634545
X10,-0.23372660919419241
