iteration,train_loss,val_loss,train_pearson,val_pearson,test_pearson,learning_rate
0,774709.8173602596,801699.1431434164,0.6086307652070568,0.1759610600556315,0.16253509434503718,0.0001
100,719588.1747392283,785766.4257583013,0.8324831402420739,0.33771633503038817,0.4778655091248246,0.0001
200,581604.650725001,748199.2762361696,0.8794127209885693,0.3751025702264856,0.5253483615755761,0.0001
300,418920.6293514748,703196.6286530889,0.9117706856274075,0.4237825483083234,0.5473423688698813,0.0001
400,271472.12820177025,657181.0603482149,0.9425452542294588,0.47450896846700413,0.5816928237916703,0.0001
500,160573.89060706444,630690.5810389061,0.9635656537193996,0.4913846249183675,0.6077898552768621,0.0001
600,86976.77609056134,607565.4754018781,0.9781429625618768,0.5118603129361112,0.626323573929179,0.00012
700,44422.75910416424,585463.2976817372,0.9878267999664117,0.5371797248738048,0.6360473038051062,0.00014000000000000001
800,21434.542031375273,572501.6467887402,0.993417077068458,0.5500942165743979,0.6456130297883497,0.00016
900,10327.236592692776,564615.7668412055,0.9964446217119836,0.5582032182214751,0.6541396316057272,0.00017999999999999998
1000,4799.610315329034,558406.3996946423,0.9981757019690881,0.5654532744718371,0.6579578548349779,0.0002
1100,2366.632361490791,555683.1753766112,0.9990013892831237,0.5684189303216011,0.6612203467814107,0.00021999999999999998
1200,1258.9097988318492,553716.5615424495,0.9994254378644365,0.5704611970089404,0.664210613075737,0.00024
1300,756.7732052361353,552307.6721636762,0.9996297928464988,0.5721306514565183,0.6653420134818363,0.00026
1400,483.0493208837629,551807.2765685605,0.9997491432293806,0.5726837048446927,0.6655672952421247,0.00028000000000000003
1500,342.1806383316408,551518.4433980745,0.9998140280487622,0.5729012882606414,0.6658026416494243,0.0003
1600,254.7866915060065,551042.5045172415,0.9998560514052097,0.5735378894143023,0.6660801672950071,0.00032
1700,200.88491770162153,550787.345269767,0.9998837535860226,0.5737950670046013,0.6663045282296282,0.00034
1800,159.4271712011544,550528.1143198241,0.9999062264772545,0.5740759703712549,0.6664227278997635,0.00035999999999999997
1900,130.084654545804,550389.4045115442,0.9999226569156225,0.5742338933120308,0.666575858612826,0.00038
2000,108.99800712214324,550284.2134723378,0.9999346338460295,0.5743575479680966,0.6667494540651281,0.0004
2100,92.45119867680515,550181.4995550981,0.999944255572786,0.5744915380251696,0.6669278643873106,0.00042
2200,78.50895682469756,550156.3981036214,0.99995236471841,0.5745060636068537,0.6670040689001686,0.00043999999999999996
2300,66.9862229865561,550068.4445077267,0.9999592200962009,0.5746195311783548,0.6670693582851119,0.00046
2400,57.25762350670474,550128.4453024104,0.9999650048367021,0.574496620950131,0.6671561963948354,0.00048
2500,49.352270017352126,550116.7672933461,0.9999697711354176,0.5745168550446567,0.6671602377216981,0.0005
2600,42.7518187244577,550037.6178831392,0.9999737636991866,0.5746179989892439,0.6672490693555021,0.00052
2700,37.67043225393942,550004.9770009774,0.9999768241263827,0.574650097468822,0.6672486373057896,0.00054
2800,32.82309223661285,549980.8351130238,0.9999797541876477,0.574664670192049,0.6673103179846147,0.0005600000000000001
2900,29.01565469603981,550004.1873300306,0.9999821031735788,0.5746475907160374,0.6672322291354988,0.00058
3000,26.121960128614564,549983.4795339166,0.9999838561911403,0.5746733688256812,0.6672481147363796,0.0006
3100,23.07116690503527,549997.3181031174,0.9999857031095543,0.5746299868099465,0.6672690147828843,0.00062
3200,20.260708381071105,549965.5698655195,0.999987446522273,0.574673215160479,0.6672872244564608,0.00064
3300,18.01137538205511,549960.2576339045,0.999988840309288,0.5746694877151279,0.6672841977404763,0.00066
3400,16.145979399468345,549934.2544664951,0.9999899772283822,0.5746905852768996,0.6673054709911559,0.00068
3500,14.482567745855523,549922.6858471644,0.9999910204957216,0.574712889039073,0.6673009453412162,0.0007000000000000001
3600,13.179436798700795,549911.5616576385,0.9999918154041085,0.5747132520483724,0.6673218544673238,0.0007199999999999999
3700,11.83308682002371,549886.2120141167,0.9999926499764142,0.5747510796906442,0.6673439713287538,0.00074
3800,10.775181258531505,549880.2116700411,0.9999933003167251,0.5747530940543348,0.667359831706009,0.00076
3900,9.782121746351827,549863.6322674894,0.9999939149598337,0.574776379691692,0.6673728691827411,0.00078
4000,8.922008312452084,549859.5079350763,0.9999944474136886,0.5747754136707778,0.6673760195290385,0.0008
4100,8.223106488061125,549861.3180750122,0.999994873308024,0.5747653242094308,0.6673826586105565,0.0008200000000000001
4200,7.56104496283474,549838.369248255,0.9999952893158732,0.5747975926235962,0.6673817159353264,0.00084
4300,6.981154661695934,549839.1183247605,0.9999956513598749,0.5748028225836138,0.6673829907220656,0.00086
4400,6.435323451716971,549828.9251649936,0.9999959896520495,0.5748135708482456,0.6673988985511687,0.0008799999999999999
4500,5.9622332342767645,549857.7216587262,0.9999962785627341,0.5747679124465124,0.6674068565333315,0.0009
4600,5.484770185319381,549863.1207198913,0.9999965770807101,0.5747627856374821,0.6673962491251546,0.00092
