feature,importance
feature_329,0
feature_328,0
feature_327,0
feature_319,0
feature_318,0
feature_387,0
feature_388,0
feature_347,0
feature_349,0
feature_389,0
feature_373,0
feature_371,0
feature_390,0
feature_391,0
feature_311,0
feature_350,0
feature_310,0
feature_309,0
feature_348,0
feature_29,0
feature_293,0
feature_107,0
feature_109,0
feature_110,0
feature_111,0
feature_113,0
feature_118,0
feature_119,0
feature_127,0
feature_128,0
feature_129,0
feature_130,0
feature_131,0
feature_133,0
feature_137,0
feature_138,0
feature_148,0
feature_149,0
feature_150,0
feature_151,0
feature_153,0
feature_157,0
feature_159,0
feature_19,0
feature_165,0
feature_108,0
feature_99,0
feature_291,0
feature_91,0
feature_31,0
feature_33,0
feature_39,0
feature_47,0
feature_48,0
feature_49,0
feature_50,0
feature_51,0
feature_53,0
feature_58,0
feature_59,0
feature_28,0
feature_27,0
feature_68,0
feature_69,0
feature_70,0
feature_71,0
feature_73,0
feature_79,0
feature_87,0
feature_88,0
feature_89,0
feature_90,0
feature_167,0
feature_168,0
feature_169,0
feature_170,0
feature_11,0
feature_247,0
feature_248,0
feature_249,0
feature_250,0
feature_251,0
feature_253,0
feature_10,0
feature_259,0
feature_9,0
feature_267,0
feature_268,0
feature_269,0
feature_270,0
feature_271,0
feature_273,0
feature_278,0
feature_279,0
feature_8,0
feature_287,0
feature_288,0
feature_289,0
feature_290,0
feature_239,0
feature_233,0
feature_231,0
feature_207,0
feature_171,0
feature_173,0
feature_179,0
feature_188,0
feature_189,0
feature_190,0
feature_191,0
feature_193,0
feature_197,0
feature_199,0
feature_208,0
feature_230,0
feature_209,0
feature_210,0
feature_211,0
feature_213,0
feature_30,0
feature_219,0
feature_13,0
feature_227,0
feature_228,0
feature_229,0
feature_399,0
