loss,mae,val_loss,val_mae,lr,train_pearson,val_pearson
1.3872729539871216,0.9359153509140015,1.0859811305999756,0.8651827573776245,0.0005,0.2240657118078343,-0.06497366831857722
1.2390601634979248,0.8952319025993347,1.0833804607391357,0.8620280027389526,0.0005,0.1871333361144065,0.005410288803857313
1.1322519779205322,0.8681161999702454,1.0931551456451416,0.8962910771369934,0.0005,0.2520554749105247,0.02660772508271992
0.8959029316902161,0.7187853455543518,1.273011565208435,1.013278841972351,0.0005,0.5101274867107733,-0.0164035561307481
0.6831762194633484,0.5934180021286011,1.1689358949661255,0.7628786563873291,0.0005,0.6360452107349109,0.05624387870803012
0.4873059391975403,0.4533281922340393,1.2500859498977661,0.7354263067245483,0.0005,0.8470453532840975,0.033686182424554865
0.4086434841156006,0.39617788791656494,1.0672577619552612,0.8146526217460632,0.0005,0.897073450312339,0.20566785719333608
0.3817155957221985,0.38499611616134644,1.2332496643066406,0.7364768981933594,0.0005,0.9086338760106059,0.05200410915498002
0.32287395000457764,0.31989163160324097,1.0788084268569946,0.8384310007095337,0.0005,0.9490115106371947,0.2477921238818811
0.3001590669155121,0.30603691935539246,1.259216547012329,0.7145496606826782,0.0005,0.9204808293711757,0.08941448286211769
0.30563977360725403,0.3097323775291443,1.0742782354354858,0.7377728819847107,0.0005,0.9577076984207372,0.2310052171332207
0.32181671261787415,0.3260364830493927,1.1430104970932007,0.7145730257034302,0.0005,0.9613557340616545,0.19927102518002307
0.2851982116699219,0.29190534353256226,1.4386489391326904,1.034111499786377,0.0005,0.9372915260556779,0.27210687240893006
0.29207104444503784,0.29846805334091187,1.0924947261810303,0.7718942761421204,0.0005,0.9690224554660996,0.19315366345750934
0.2662367522716522,0.2752133905887604,1.170512318611145,0.7470851540565491,0.0005,0.9751166744188967,0.0936144848328822
0.285459965467453,0.28465867042541504,1.204608678817749,0.7308107614517212,0.0005,0.9223933117442064,0.10566628826293253
0.2894933819770813,0.28595417737960815,1.599133014678955,1.0612345933914185,0.0005,0.8972084120962579,0.3098842344254185
0.26133567094802856,0.26676052808761597,1.024113655090332,0.7631081342697144,0.000100000005,0.977571372839208,0.29162360434841134
0.22422322630882263,0.22858449816703796,1.0800892114639282,0.7466953992843628,0.000100000005,0.9810445931169687,0.21520754658593894
0.24049802124500275,0.24493810534477234,1.1067219972610474,0.7395000457763672,0.000100000005,0.9796960153164236,0.18472196757735532
0.23546680808067322,0.24588048458099365,1.0499569177627563,0.733664333820343,0.000100000005,0.981177220533627,0.26176985901583616
0.22068116068840027,0.22283025085926056,1.0390799045562744,0.7434661388397217,0.000100000005,0.9831144841455169,0.2827830740967763
0.21918168663978577,0.2204279899597168,1.0605411529541016,0.7444297075271606,0.000100000005,0.9836346661161754,0.2689869051474073
0.2137792408466339,0.22123412787914276,1.0961867570877075,0.7363214492797852,0.000100000005,0.9829316631611642,0.21712082392571522
0.20227162539958954,0.19983252882957458,1.0640671253204346,0.7429318428039551,0.000100000005,0.9858321775946396,0.2547053975258761
0.20998477935791016,0.21530687808990479,1.0781581401824951,0.727791428565979,0.000100000005,0.9870508777546899,0.23621778436619906
0.1980687528848648,0.19805437326431274,1.0659749507904053,0.7398952841758728,0.000100000005,0.9888589937108113,0.267762768888242
0.2036866694688797,0.20465175807476044,1.0619207620620728,0.7549622654914856,0.000100000005,0.9886486039757899,0.29402501553715943
0.19294849038124084,0.1923828423023224,1.0674684047698975,0.745786726474762,2.0000001e-05,0.9898087427985897,0.26919732606927194
0.18562474846839905,0.1824711412191391,1.0674805641174316,0.7423943281173706,2.0000001e-05,0.9901525694612429,0.26270340447049745
0.18946191668510437,0.1869678795337677,1.0640977621078491,0.7441154718399048,2.0000001e-05,0.9904509720389474,0.2552139824441395
0.20278148353099823,0.19822469353675842,1.0629655122756958,0.7464891672134399,2.0000001e-05,0.9909793121213462,0.25631879160910226
0.20410344004631042,0.20006687939167023,1.0676034688949585,0.7458594441413879,2.0000001e-05,0.9909634686117784,0.24893836225541371
0.18336831033229828,0.17496329545974731,1.0675132274627686,0.7478271722793579,2.0000001e-05,0.991132578646047,0.24923639776393744
0.19049914181232452,0.18386797606945038,1.0668452978134155,0.7469581365585327,2.0000001e-05,0.9913356932131577,0.24748917248064134
0.18466565012931824,0.17903374135494232,1.0690619945526123,0.7456192970275879,2.0000001e-05,0.9918576878725609,0.24656153458756508
0.19007538259029388,0.1807180643081665,1.0723634958267212,0.7471688985824585,2.0000001e-05,0.9923998864592144,0.2468765734970842
0.18717949092388153,0.18074676394462585,1.0646333694458008,0.7472778558731079,2.0000001e-05,0.9926198124356405,0.2497322258276195
0.19065849483013153,0.1809757649898529,1.064592957496643,0.7485235929489136,4.0000004e-06,0.9926850141922464,0.2506155902151046
0.19012399017810822,0.18827812373638153,1.0648890733718872,0.7488085031509399,4.0000004e-06,0.9928297878072925,0.2507290300540348
0.1896880567073822,0.1789466291666031,1.0644649267196655,0.7490027546882629,4.0000004e-06,0.9929053759970301,0.25282583615463783
0.18745525181293488,0.1770074963569641,1.065216302871704,0.7486442923545837,4.0000004e-06,0.9929087303025609,0.25212718934774814
0.18097594380378723,0.17124705016613007,1.0642433166503906,0.7494477033615112,4.0000004e-06,0.9930610846302815,0.2548981517422522
0.17815238237380981,0.16676482558250427,1.0644325017929077,0.7492442727088928,4.0000004e-06,0.9931319398645608,0.2532414415301229
0.19474881887435913,0.19075772166252136,1.0646326541900635,0.7497302889823914,4.0000004e-06,0.9930061733874335,0.25318834168777093
0.19599249958992004,0.1967630237340927,1.0672348737716675,0.7493942975997925,4.0000004e-06,0.9929941656510899,0.24948350096106925
0.20442207157611847,0.19949260354042053,1.066070795059204,0.7495675683021545,4.0000004e-06,0.9930927955437499,0.2510359182376891
0.18399447202682495,0.17631378769874573,1.0653544664382935,0.7508364319801331,4.0000004e-06,0.9932125340124581,0.2529440946610564
0.1819850355386734,0.17392998933792114,1.0652472972869873,0.7508972883224487,1e-06,0.9932368310625038,0.2535755096092943
0.18605656921863556,0.18192780017852783,1.0654891729354858,0.7504984736442566,1e-06,0.9932130697464718,0.25288514599104306
0.1787085235118866,0.16853800415992737,1.064943552017212,0.7505390048027039,1e-06,0.993218804379818,0.2531628775467907
0.18210989236831665,0.17122086882591248,1.065183401107788,0.7504265308380127,1e-06,0.9932164501605767,0.2526902485500987
0.18702009320259094,0.18425361812114716,1.0652042627334595,0.7504373788833618,1e-06,0.9932306286874224,0.25289251978073213
0.18314418196678162,0.1811852753162384,1.065279245376587,0.7504252195358276,1e-06,0.9932616291925531,0.25295099642671576
0.1860266625881195,0.18261608481407166,1.0657299757003784,0.7502490282058716,1e-06,0.9932587949410049,0.2526788771476457
0.180613175034523,0.17224976420402527,1.0654752254486084,0.7504449486732483,1e-06,0.9932922454617511,0.25371131338428277
0.1843167096376419,0.17660929262638092,1.065259337425232,0.7502619028091431,1e-06,0.9933027365144191,0.2534937761232663
0.18518802523612976,0.1822272539138794,1.0650044679641724,0.7504717111587524,1e-06,0.9933092855163624,0.25429658446131465
0.18335330486297607,0.17395326495170593,1.0645722150802612,0.7503827810287476,1e-06,0.9933016260997536,0.25479798817205257
0.17755495011806488,0.16674897074699402,1.0648549795150757,0.7499179840087891,1e-06,0.9932930042142114,0.25417615188022813
0.19406405091285706,0.19225460290908813,1.0656306743621826,0.7500404119491577,1e-06,0.9933410389748836,0.25296275410847985
0.19030942022800446,0.18393737077713013,1.0659335851669312,0.7504348158836365,1e-06,0.9933640310738858,0.2535082435575795
0.18644574284553528,0.17996013164520264,1.066408395767212,0.7501360774040222,1e-06,0.9933990252183188,0.25229625193197114
0.18278074264526367,0.17106205224990845,1.0661189556121826,0.7503067255020142,1e-06,0.9934167676402366,0.25263042068650765
0.1876121312379837,0.1806454062461853,1.065745234489441,0.7504339218139648,1e-06,0.9934346787359981,0.2528518841978753
0.18159905076026917,0.17308670282363892,1.0657694339752197,0.7503965497016907,1e-06,0.9934251732501775,0.25267943650717917
0.18700017035007477,0.17810235917568207,1.0658299922943115,0.7505408525466919,1e-06,0.993451975274659,0.2531108673386234
0.1869138777256012,0.18219491839408875,1.0655908584594727,0.7506333589553833,1e-06,0.977571372839208,0.29162360434841134
