loss,val_loss,lr
0.5715291500091553,0.3436165452003479,0.001
0.19851452112197876,0.26057299971580505,0.001
0.13483357429504395,0.13160593807697296,0.001
0.1046951413154602,0.04609202593564987,0.001
0.06903563439846039,0.007723520509898663,0.001
0.06602229177951813,0.010417699813842773,0.001
0.05575194209814072,0.02951204776763916,0.001
0.049204759299755096,0.04975114390254021,0.001
0.04879453778266907,0.08253119140863419,0.001
0.04246050491929054,0.1178075522184372,0.001
0.038888923823833466,0.11581502854824066,0.001
0.03579805791378021,0.11688816547393799,0.001
0.038354821503162384,0.10453546047210693,0.001
0.030536729842424393,0.07515332847833633,0.001
0.027917146682739258,0.06165973097085953,0.001
0.025227034464478493,0.039014216512441635,0.0005
0.025918493047356606,0.025944311171770096,0.0005
0.023591361939907074,0.022439811378717422,0.0005
0.021537628024816513,0.02522256411612034,0.0005
0.022287314757704735,0.03057306446135044,0.0005
0.02063308283686638,0.03640834242105484,0.0005
0.020696595311164856,0.04126619175076485,0.0005
0.02249697968363762,0.043576501309871674,0.0005
0.01900390163064003,0.043112948536872864,0.0005
0.01900007203221321,0.0371963307261467,0.0005
