loss,val_loss,lr
0.1648542433977127,0.275174617767334,0.001
0.10679282993078232,0.14327293634414673,0.001
0.07965956628322601,0.09174363315105438,0.001
0.06257675588130951,0.05935449153184891,0.001
0.04699588567018509,0.013055158779025078,0.001
0.04244348034262657,0.01492872554808855,0.001
0.04009232670068741,0.008924180641770363,0.001
0.033362749963998795,0.00555261829867959,0.001
0.03183099254965782,0.005612947046756744,0.001
0.026960302144289017,0.003824465675279498,0.001
0.025360872969031334,0.003235557582229376,0.001
0.023704590275883675,0.003216693177819252,0.001
0.025526290759444237,0.0046805115416646,0.001
0.019836068153381348,0.006123225204646587,0.001
0.019946996122598648,0.006890660617500544,0.001
0.017978837713599205,0.010045246221125126,0.001
0.016024747863411903,0.012886635959148407,0.001
0.016870388761162758,0.01768569089472294,0.001
0.014895026572048664,0.01887013018131256,0.001
0.013865187764167786,0.02281307242810726,0.001
0.012468157336115837,0.02231377176940441,0.001
0.012119925580918789,0.020959097892045975,0.0005
0.011074712499976158,0.023811642080545425,0.0005
0.011154436506330967,0.022756870836019516,0.0005
0.010488534346222878,0.022561516612768173,0.0005
0.009372765198349953,0.020520944148302078,0.0005
0.009583196602761745,0.019515622407197952,0.0005
0.009921354241669178,0.01671282760798931,0.0005
0.009189915843307972,0.01956363394856453,0.0005
0.008476284332573414,0.01576259545981884,0.0005
0.008854851126670837,0.015854116529226303,0.0005
0.008692841045558453,0.014154680073261261,0.00025
