loss,val_loss,lr
0.99071204662323,0.33269160985946655,0.001
0.14121182262897491,0.29762160778045654,0.001
0.0897291898727417,0.23514100909233093,0.001
0.07047940790653229,0.18501612544059753,0.001
0.05666453763842583,0.13915133476257324,0.001
0.04716234654188156,0.09748229384422302,0.001
0.04028690233826637,0.09988211840391159,0.001
0.04047820344567299,0.0824451744556427,0.001
0.036270834505558014,0.057677775621414185,0.001
0.03493649140000343,0.08857598155736923,0.001
0.029743198305368423,0.09441018849611282,0.001
0.03180639445781708,0.08244927227497101,0.001
0.030136946588754654,0.08317570388317108,0.001
0.024935904890298843,0.0889873281121254,0.001
0.025666827335953712,0.0817827358841896,0.001
0.021732982248067856,0.07197479158639908,0.001
0.022518638521432877,0.061144016683101654,0.001
0.01800588332116604,0.05407927185297012,0.001
0.017421355471014977,0.04822024703025818,0.001
0.01715077832341194,0.04331716522574425,0.001
0.01644318923354149,0.042638469487428665,0.001
0.01577857695519924,0.040343593806028366,0.001
0.015272557735443115,0.03425823897123337,0.001
0.013514240272343159,0.03433147072792053,0.001
0.014138014987111092,0.028370141983032227,0.001
0.011334950104355812,0.021393606439232826,0.001
0.010635988786816597,0.019367950037121773,0.001
0.010789269581437111,0.014704415574669838,0.001
0.008761761710047722,0.00849047303199768,0.001
0.007595096714794636,0.004520630929619074,0.001
0.005992942489683628,0.0030778239015489817,0.001
0.005356759764254093,0.0019669963512569666,0.001
0.005495755933225155,0.0018806664738804102,0.001
0.005092618055641651,0.0012369229225441813,0.001
0.004881279543042183,0.0013390963431447744,0.001
0.004923120606690645,0.0012262366944923997,0.001
0.005044011399149895,0.0012590058613568544,0.001
0.004338390193879604,0.0012729866430163383,0.001
0.00475818058475852,0.0013534401077777147,0.001
0.004195178858935833,0.0012871671933680773,0.001
0.00456137815490365,0.0012474001850932837,0.001
0.004437152296304703,0.0012886847835034132,0.001
0.0038369440007954836,0.001219842815771699,0.001
0.004001827910542488,0.00122066680341959,0.001
0.004079179838299751,0.0012451993534341455,0.0005
0.004266978241503239,0.0012137203011661768,0.0005
0.003992813639342785,0.0012132844422012568,0.0005
0.004087126813828945,0.0012386238668113947,0.0005
0.004155033268034458,0.0012823616852983832,0.0005
0.00393802672624588,0.0012494848342612386,0.0005
0.00408726604655385,0.001257370226085186,0.0005
0.004101691767573357,0.0012404646258801222,0.0005
0.0037696952931582928,0.0012532355030998588,0.0005
0.003791487542912364,0.0012095181737095118,0.0005
0.003608091501519084,0.001208346919156611,0.00025
0.003854982554912567,0.0012139868922531605,0.00025
0.0036302953958511353,0.0011997191468253732,0.00025
0.004011140204966068,0.0012051009107381105,0.00025
0.004064959939569235,0.0012431483482941985,0.00025
0.004029099829494953,0.0012530542444437742,0.00025
0.0036978167481720448,0.0012407895410433412,0.00025
0.004190516658127308,0.0012163312640041113,0.00025
0.0036029797047376633,0.0012363394489511847,0.00025
0.003971882164478302,0.0012113414704799652,0.00025
0.003665916621685028,0.0012232132721692324,0.000125
0.0037246947176754475,0.0012113103875890374,0.000125
0.003897183109074831,0.0012166120577603579,0.000125
0.004165614955127239,0.0012285353150218725,0.000125
0.004457350354641676,0.001235893345437944,0.000125
0.0036751620937138796,0.0012292233295738697,0.000125
0.0035116425715386868,0.0012473182287067175,0.000125
0.003826439380645752,0.0012519179144874215,0.000125
0.003491150913760066,0.0012298105284571648,0.000125
0.003836303949356079,0.0012163938954472542,0.000125
0.003960392437875271,0.001216727658174932,6.25e-05
0.003528166562318802,0.0012249189894646406,6.25e-05
0.003609225619584322,0.0012308491859585047,6.25e-05
