loss,val_loss,lr
1.9003210067749023,0.18030205368995667,0.001
1.2539268732070923,0.06541669368743896,0.001
0.9268175959587097,0.05328856781125069,0.001
0.7531245350837708,0.04085870832204819,0.001
0.5592943429946899,0.037737395614385605,0.001
0.5545377731323242,0.031592004001140594,0.001
0.4618685245513916,0.035123925656080246,0.001
0.3982508182525635,0.03450926020741463,0.001
0.34492093324661255,0.03707411512732506,0.001
0.3212217688560486,0.05079566687345505,0.001
0.3117216229438782,0.06124084070324898,0.001
0.3217197060585022,0.06096325442194939,0.001
0.22729668021202087,0.06428921222686768,0.001
0.22180137038230896,0.04325847700238228,0.001
0.2082342654466629,0.04163425788283348,0.001
0.17241501808166504,0.039200086146593094,0.001
0.14128348231315613,0.03137589991092682,0.001
0.1453043818473816,0.022455940023064613,0.001
0.1381523162126541,0.027443349361419678,0.001
0.12160556018352509,0.029338445514440536,0.001
0.12741738557815552,0.02193034626543522,0.001
0.11327230930328369,0.01597040519118309,0.001
0.09601438790559769,0.01664235070347786,0.001
0.07996663451194763,0.014483600854873657,0.001
0.08447971194982529,0.013680162839591503,0.001
0.07677359879016876,0.012874864041805267,0.001
0.07850217819213867,0.01080852746963501,0.001
0.06244191527366638,0.010484877973794937,0.001
0.059437625110149384,0.009682015515863895,0.001
0.051443733274936676,0.010147440247237682,0.001
0.05323386937379837,0.008079812861979008,0.001
0.05322415381669998,0.007607428822666407,0.001
0.05386509746313095,0.006573998369276524,0.001
0.04245594143867493,0.005846567451953888,0.001
0.0403970330953598,0.0049311500042676926,0.001
0.039231546223163605,0.004464642610400915,0.001
0.033551476895809174,0.0041373493149876595,0.001
0.031883466988801956,0.003628744510933757,0.001
0.03242708742618561,0.0038966063875705004,0.001
0.031149571761488914,0.00380721059627831,0.001
0.030132394284009933,0.003425911534577608,0.001
0.025858666747808456,0.003168470459058881,0.001
0.02482655644416809,0.0030998759903013706,0.001
0.023543061688542366,0.0031509059481322765,0.001
0.02131105773150921,0.0026751537807285786,0.001
0.0194875355809927,0.002923194319009781,0.001
0.019574398174881935,0.0029674232937395573,0.001
0.01899554766714573,0.002855788916349411,0.001
0.01583850383758545,0.0024966085329651833,0.001
0.016058223322033882,0.0023073325864970684,0.001
0.016580749303102493,0.002629706868901849,0.001
0.014970235526561737,0.0025303256697952747,0.001
0.014733290299773216,0.0030563659965991974,0.001
0.01585312932729721,0.0023686729837208986,0.001
0.01433203648775816,0.002247386146336794,0.001
0.012276625260710716,0.002169949235394597,0.001
0.01161405723541975,0.0020115876104682684,0.001
0.010281956754624844,0.0020010224543511868,0.001
0.010566511191427708,0.001990220509469509,0.001
0.011272946372628212,0.001911845407448709,0.001
0.009497998282313347,0.0018657505279406905,0.001
0.009821977466344833,0.001987789524719119,0.001
0.009541286155581474,0.0019030182156711817,0.001
0.008204584941267967,0.002154619200155139,0.001
0.008359050378203392,0.0019156221533194184,0.001
0.00835733488202095,0.001596697955392301,0.001
0.007571869529783726,0.0016783783212304115,0.001
0.00686920341104269,0.001696910709142685,0.001
0.0068840025924146175,0.00166187877766788,0.001
0.007209292612969875,0.0017337895696982741,0.001
0.005743979476392269,0.001821813522838056,0.001
0.006538377143442631,0.001732806907966733,0.001
0.005957234650850296,0.0018277473282068968,0.001
0.006181210745126009,0.00159383041318506,0.001
0.005177379585802555,0.0016629279125481844,0.001
0.005323290824890137,0.001487829489633441,0.001
0.005636097863316536,0.0015683837700635195,0.001
0.005285038612782955,0.0015793178463354707,0.001
0.004513157065957785,0.001568332896567881,0.001
0.003917932044714689,0.0016449227696284652,0.001
0.004416228737682104,0.0014854278415441513,0.001
0.004295657388865948,0.0014715834986418486,0.001
0.004001800902187824,0.0014308146201074123,0.001
0.003787610214203596,0.0014359356136992574,0.001
0.003651672974228859,0.0014425839763134718,0.001
0.0033687122631818056,0.0013822788605466485,0.001
0.0035363894421607256,0.001448864582926035,0.001
0.003494332078844309,0.0014563935110345483,0.001
0.0033709178678691387,0.001512169255875051,0.001
0.0032050716690719128,0.0013892118586227298,0.001
0.0034814528189599514,0.001396280131302774,0.001
0.0028730721678584814,0.001369657227769494,0.001
0.002897686790674925,0.001372052589431405,0.001
0.0027810160536319017,0.0013852582778781652,0.001
0.0027575113344937563,0.0014252106193453074,0.001
0.002517079235985875,0.0013671544147655368,0.001
0.0026423162780702114,0.0013148803263902664,0.001
0.0025909647811204195,0.0013210921315476298,0.001
0.002471518237143755,0.0012977725127711892,0.001
0.002367001259699464,0.0013024037471041083,0.001
0.0022842218168079853,0.0013067766558378935,0.001
0.0021622381173074245,0.0012834137305617332,0.0005
0.0021675254683941603,0.0012605760712176561,0.0005
0.00221421429887414,0.0012770332396030426,0.0005
0.001967425225302577,0.0012737010838463902,0.0005
0.0020933658815920353,0.001287080580368638,0.0005
0.002153177047148347,0.001295932219363749,0.0005
0.0019873380661010742,0.0012862220173701644,0.0005
0.0021209281403571367,0.001275815418921411,0.0005
0.0019478518515825272,0.001271313289180398,0.0005
0.002116010058671236,0.001251454814337194,0.0005
0.0020975484512746334,0.001246865838766098,0.0005
0.002038042526692152,0.0012524710036814213,0.0005
0.001965525094419718,0.0012682320084422827,0.0005
0.0020273334812372923,0.0012663040542975068,0.0005
0.001786375418305397,0.001250620698556304,0.0005
0.001973665552213788,0.001256265677511692,0.0005
0.001898265676572919,0.0012433385709300637,0.0005
0.0017395358299836516,0.0012515411945059896,0.00025
0.0016415584832429886,0.0012474345276132226,0.00025
0.0019814330153167248,0.0012543447082862258,0.00025
0.0017865479458123446,0.0012458121636882424,0.00025
0.0019132827874273062,0.001251086825504899,0.00025
0.0017824361566454172,0.001261961180716753,0.00025
0.0016788740176707506,0.0012712156167253852,0.00025
0.00168445217423141,0.0012581603368744254,0.00025
0.001777168596163392,0.001257286756299436,0.00025
0.0016945954412221909,0.0012518441071733832,0.00025
0.0016889760736376047,0.0012483380269259214,0.00025
0.0016289290506392717,0.0012391955824568868,0.00025
0.0016638627275824547,0.001241068122908473,0.00025
0.0016768373316153884,0.0012404602020978928,0.00025
0.0017754737054929137,0.0012509392108768225,0.00025
0.00167725863866508,0.0012686509871855378,0.000125
0.0017245033523067832,0.001264911494217813,0.000125
0.0015933457762002945,0.0012526437640190125,0.000125
0.0016456559533253312,0.0012387291062623262,0.000125
0.0017120620468631387,0.0012392986100167036,0.000125
0.0017589058261364698,0.0012379450490698218,0.000125
0.0016097851330414414,0.0012337251100689173,0.000125
0.0016864573117345572,0.001235493808053434,0.000125
0.00176050269510597,0.0012362831039354205,0.000125
0.0015607834793627262,0.0012337174266576767,0.000125
0.0015777975786477327,0.0012405590387061238,0.000125
0.0016333075473085046,0.001237467280589044,0.000125
0.001696634804829955,0.0012311125174164772,0.000125
0.00165015016682446,0.001227709697559476,0.000125
0.0015121992910280824,0.0012265744153410196,0.000125
0.0015728222206234932,0.0012260087532922626,6.25e-05
0.0015133620472624898,0.0012229057028889656,6.25e-05
