train,validation,test
1.655065123088212686e-01,1.744184868862899696e-01,1.399581653000451509e-01
1.466897516892192999e-01,5.610477651117341813e-02,8.364959429711439631e-02
9.694376416717369327e-02,4.907165779760824798e-02,1.006812752834009145e-01
9.536723451451248335e-02,1.720316309130935639e-01,8.369264159500978961e-02
2.183675656954275901e-01,-1.638201298526490435e-01,1.461071028134699190e-01
1.989179107779582012e-01,-1.268745017716255141e-01,1.122746579551370527e-01
1.350815137123735632e-01,3.088167855430577410e-02,1.815539805768497106e-01
1.450100694072479213e-01,1.647870308214613722e-01,1.098631650025291839e-01
1.330276043613337622e-01,1.114959735659764306e-01,2.107556381385145283e-01
9.892820236284223523e-02,1.391165517273706131e-01,3.093677657566663575e-01
1.590850558015901028e-01,1.698397254052317895e-01,3.238212246454670318e-01
1.294943545187152989e-01,1.857267028612896165e-01,3.692606937221427077e-01
1.499676542157823422e-01,2.082719978759804969e-01,1.996904407948129345e-01
1.184116619797872666e-01,1.699598774297375881e-01,4.222827299931122269e-01
1.262102601052548789e-01,1.795394220137384311e-01,2.664972463172608497e-01
1.589902144630547520e-01,2.531707501357807755e-01,3.104288841231828133e-01
1.567383759522780751e-01,2.195801875040347961e-01,3.146139836174696169e-01
1.353023122476334217e-01,1.839808497071998838e-01,2.979743054787184486e-01
2.443599008792485539e-01,7.309452306358903140e-02,1.863929888986670669e-01
1.961512088704327750e-01,2.039960974460547707e-02,8.128578302712671788e-02
1.744554479018630699e-01,2.644926838145393311e-01,3.275477066526185643e-01
1.732672024322053916e-01,2.009836379126770933e-01,3.783195290275760403e-01
1.267818076735979238e-01,1.579834642816289880e-01,2.752105198514856466e-01
1.823994171985615087e-01,3.563182861449090688e-01,3.117062385693882831e-01
2.129907528208943301e-01,1.796246916518264847e-01,4.547620264967929260e-01
