Best Validation Pearson: 0.9121

Epoch,TrainLoss,ValLoss,TrainPearson,ValPearson
162,0.597691,0.332886,0.638976,0.853192
163,0.579982,0.293631,0.660050,0.840028
164,0.548222,0.344620,0.680609,0.849978
165,0.556105,0.315537,0.664806,0.873852
166,0.520720,0.324491,0.693713,0.875898
167,0.518058,0.285519,0.693527,0.850880
168,0.578734,0.319860,0.664872,0.822380
169,0.562599,0.319447,0.670553,0.828196
170,0.531194,0.351741,0.684149,0.852806
171,0.543484,0.328101,0.673309,0.881211
172,0.544628,0.284164,0.673354,0.856936
173,0.580371,0.310771,0.650821,0.863677
174,0.512126,0.297185,0.698076,0.864705
175,0.535908,0.287384,0.679590,0.870969
176,0.487162,0.275487,0.713853,0.868924
177,0.524074,0.283203,0.688737,0.869408
178,0.576684,0.287514,0.651417,0.868892
179,0.557170,0.306197,0.663243,0.857028
180,0.512743,0.310564,0.699676,0.856555
181,0.564730,0.288801,0.658619,0.855818
182,0.552102,0.287721,0.684107,0.864619
183,0.562141,0.269602,0.663160,0.874317
184,0.554414,0.334738,0.669795,0.857682
185,0.547616,0.274127,0.673286,0.869283
186,0.533834,0.313412,0.685060,0.861039
187,0.543892,0.308358,0.690760,0.879843
188,0.609715,0.338764,0.657918,0.867368
189,0.582327,0.394441,0.649073,0.856161
190,0.583974,0.296551,0.661300,0.856699
191,0.528877,0.302909,0.707330,0.855663
192,0.596250,0.311417,0.648282,0.851598
193,0.555496,0.317144,0.667993,0.868517
194,0.513298,0.348600,0.696054,0.818825
195,0.559378,0.284230,0.664727,0.862189
196,0.575541,0.285916,0.655893,0.860792
197,0.497736,0.322316,0.709069,0.854158
198,0.501424,0.303571,0.706513,0.869248
199,0.547213,0.328860,0.672413,0.852439
200,0.482028,0.293998,0.718987,0.856593
201,0.511512,0.284053,0.698104,0.863552
202,0.531395,0.278065,0.683162,0.864274
203,0.561776,0.297158,0.661244,0.883971
204,0.548455,0.266399,0.669253,0.878319
205,0.544861,0.275538,0.675059,0.865589
206,0.519132,0.278489,0.695407,0.863443
207,0.520622,0.322270,0.691345,0.856343
208,0.501400,0.284072,0.707754,0.863111
209,0.533685,0.302837,0.680621,0.864486
210,0.504109,0.299907,0.701729,0.852973
211,0.502418,0.261126,0.706747,0.864447
212,0.509520,0.279212,0.701559,0.861934
213,0.523342,0.298998,0.688241,0.863824
214,0.502884,0.271029,0.703323,0.864914
215,0.562071,0.275086,0.665091,0.868479
216,0.478469,0.269692,0.720774,0.869630
217,0.501333,0.268198,0.705645,0.883907
218,0.544554,0.271803,0.677514,0.877913
219,0.519619,0.242434,0.690603,0.882408
220,0.503682,0.280307,0.705418,0.869866
221,0.516748,0.296001,0.692584,0.871049
222,0.481473,0.282084,0.731987,0.865066
223,0.529795,0.262469,0.688058,0.872774
224,0.504730,0.269309,0.703831,0.874189
225,0.536774,0.279281,0.680912,0.874747
226,0.518881,0.346662,0.697198,0.851968
227,0.501796,0.241861,0.706313,0.882209
228,0.514334,0.265127,0.698524,0.862262
229,0.538266,0.265629,0.680180,0.878371
230,0.506346,0.251476,0.710234,0.887053
231,0.566594,0.258001,0.666716,0.878814
232,0.507714,0.304265,0.700875,0.857275
233,0.512014,0.263352,0.697813,0.886618
234,0.535393,0.251251,0.691331,0.890402
235,0.490274,0.249500,0.712514,0.881324
236,0.528196,0.257186,0.685906,0.876468
237,0.492250,0.261206,0.712246,0.869498
238,0.572028,0.268362,0.660448,0.882694
239,0.533992,0.267202,0.681479,0.887671
240,0.529180,0.286340,0.683603,0.866226
241,0.533113,0.243385,0.681988,0.882308
242,0.471724,0.258771,0.729371,0.875329
243,0.521859,0.338766,0.693221,0.854487
244,0.543771,0.254842,0.682290,0.884276
245,0.472852,0.255665,0.727424,0.882069
246,0.473446,0.226647,0.724004,0.891208
247,0.496643,0.257336,0.709947,0.882211
248,0.493038,0.248586,0.713115,0.887118
249,0.524401,0.267640,0.687666,0.867885
250,0.498258,0.236043,0.709746,0.892109
251,0.542390,0.230166,0.679585,0.895687
252,0.513732,0.218689,0.694916,0.891920
253,0.495276,0.240408,0.709854,0.889020
254,0.486626,0.258845,0.714576,0.876009
255,0.492006,0.241338,0.713375,0.884577
256,0.520228,0.236463,0.691067,0.898426
257,0.457984,0.215884,0.734501,0.895293
258,0.465828,0.227912,0.729773,0.892841
259,0.466987,0.283092,0.728444,0.870461
260,0.456004,0.256712,0.735525,0.874657
261,0.477302,0.217361,0.722538,0.895947
262,0.481686,0.243333,0.718066,0.878390
263,0.487006,0.234133,0.715572,0.882056
264,0.495213,0.227415,0.712961,0.895528
265,0.468410,0.240684,0.734752,0.883394
266,0.550787,0.246960,0.678932,0.893340
267,0.513121,0.230498,0.696730,0.899610
268,0.513575,0.219114,0.696834,0.892194
269,0.491269,0.208930,0.716417,0.897940
270,0.537398,0.261007,0.682198,0.872032
271,0.493728,0.227597,0.712030,0.895856
272,0.489763,0.269895,0.720003,0.888262
273,0.497543,0.223187,0.709847,0.910833
274,0.530048,0.211763,0.688629,0.909765
275,0.487117,0.226259,0.716142,0.900164
276,0.488725,0.211382,0.712769,0.908046
277,0.484354,0.219250,0.716149,0.893710
278,0.438015,0.234570,0.748183,0.884197
279,0.467888,0.232755,0.728911,0.884645
280,0.480539,0.222750,0.720740,0.893777
281,0.490206,0.224923,0.714724,0.891855
282,0.475656,0.205388,0.722749,0.903394
283,0.499615,0.206925,0.708139,0.900609
284,0.464208,0.240558,0.730313,0.891611
285,0.515693,0.219414,0.695828,0.901327
286,0.508139,0.208013,0.699210,0.906507
287,0.478210,0.207472,0.720968,0.901761
288,0.536616,0.213523,0.685563,0.899248
289,0.515779,0.218873,0.698921,0.894356
290,0.480577,0.204996,0.719602,0.903270
291,0.469339,0.213974,0.726588,0.905491
292,0.486536,0.225350,0.715479,0.896161
293,0.500143,0.204139,0.706642,0.908213
294,0.483357,0.215862,0.717037,0.904188
295,0.461357,0.215486,0.732017,0.901927
296,0.471499,0.209417,0.725525,0.894314
297,0.472931,0.206975,0.726042,0.896259
298,0.487390,0.214084,0.716673,0.895906
299,0.487621,0.211292,0.715470,0.904022
300,0.482618,0.207391,0.717540,0.912112
