train,validation,test
4.379286229853178170e-01,2.650047605215938296e-01,3.967655946030386738e-01
4.539304485179853077e-01,3.016276331032773927e-01,4.236878046242671392e-01
4.114261050343588910e-01,2.966230649274103071e-01,4.242199357555781480e-01
4.398073830022471986e-01,2.970486326224773821e-01,3.848591038280123056e-01
4.330684967246540840e-01,2.283725971516385456e-01,4.176876873831334436e-01
4.319885590946452858e-01,3.150991830565064711e-01,3.994253911186975148e-01
4.361428259517289852e-01,3.016402380092216839e-01,3.770923514874886529e-01
4.518125866265790269e-01,3.047694573572984900e-01,3.636630549666635681e-01
4.302249326394403384e-01,2.804397726902513877e-01,4.340471648484297007e-01
4.779737602811963137e-01,2.874566721975357897e-01,4.041721465681168413e-01
4.853812638511023070e-01,2.758683071097088879e-01,3.958450256613192386e-01
4.637924402941652202e-01,3.197203573954707778e-01,3.728465839916062508e-01
4.430935941240274345e-01,2.714504661390315099e-01,3.699133580799473520e-01
4.503345317288306449e-01,2.803944695300020218e-01,4.274792101333183547e-01
4.671284033778392852e-01,2.945604509352069411e-01,4.101007963477139584e-01
4.685188902983222770e-01,2.849535342052876286e-01,3.772398799152187343e-01
4.664027348121572158e-01,2.939273143257613019e-01,4.246310433134148354e-01
4.625065540802197894e-01,2.905630885798071161e-01,4.255773617019902311e-01
4.883931208974229832e-01,2.813794230083795922e-01,3.389860326531727863e-01
4.331981991095959494e-01,2.830467312244718259e-01,4.254516027488865482e-01
4.678283844678086112e-01,3.047482494822212895e-01,3.753214642374886334e-01
4.726140439299682527e-01,2.992385250386395135e-01,4.056779031345085218e-01
5.028040397054012178e-01,3.224838520203402448e-01,3.845363049618216733e-01
4.676698568992160299e-01,2.389064585650095274e-01,3.890889625043201794e-01
4.880294091978692461e-01,3.201883548304841898e-01,3.589515278098577289e-01
5.018887670514283750e-01,2.595646968443765523e-01,4.235129008272406903e-01
4.652115375623154248e-01,3.085992998893316575e-01,4.311426034471912971e-01
4.753370194115675851e-01,2.758842144027590093e-01,4.277317450919962960e-01
5.119351182729597882e-01,3.198946766755332849e-01,3.734442814967493529e-01
5.252817170692216653e-01,3.173914161234360209e-01,4.086896202888744001e-01
4.939180755504737896e-01,2.983967365468440103e-01,4.121767507916768158e-01
4.926485925611336913e-01,2.779089420009360767e-01,3.995207109380564670e-01
5.217253601353299963e-01,3.276198141548790077e-01,4.106237283275763761e-01
5.164554417021012256e-01,2.852140022760955018e-01,4.095661999006226517e-01
5.210762209198771533e-01,3.043425862689220218e-01,4.030101668806480020e-01
5.174938056634763583e-01,2.861164352953818324e-01,4.041252369933500677e-01
5.244772860622674004e-01,3.047434891976631421e-01,3.978201045523370727e-01
5.104028200913394153e-01,2.963698383232106770e-01,4.140497330976996015e-01
5.005051620129998824e-01,3.074279519555481732e-01,3.970539322760809342e-01
5.298276333722716780e-01,3.180536399049753715e-01,4.098899506841296447e-01
5.130063124714081546e-01,3.076562232316402690e-01,4.104179856405664184e-01
5.158210146861362810e-01,3.143054021786709229e-01,4.076348664279024758e-01
5.134510647230748903e-01,3.216091740785129161e-01,3.807781466160760075e-01
5.288342745209805296e-01,2.805883184135724573e-01,4.033424352228662801e-01
5.252985216150589665e-01,3.072428415971352744e-01,4.075832788961185060e-01
5.121922115621247995e-01,3.163834895344591613e-01,4.171837098335285932e-01
5.402851458015754949e-01,3.080306843295838592e-01,3.991516339076184861e-01
5.323679035193759068e-01,2.692713720923755050e-01,3.957929762977508981e-01
5.472539751440480549e-01,3.082089151325766996e-01,3.816247937758031616e-01
5.420761079805728189e-01,2.824293981348485194e-01,4.019354805137387854e-01
5.522955519700348814e-01,2.879440848078907433e-01,4.091917223455149299e-01
5.088370869463905155e-01,2.927645935523611187e-01,3.787917287545505829e-01
5.449202649253153119e-01,2.958157268528097128e-01,3.771550056385105654e-01
5.174845403920609321e-01,3.079415035870962658e-01,4.106480492692872741e-01
5.451894941845832898e-01,3.012303403354131270e-01,3.910878651055069710e-01
5.365668174327872242e-01,2.816277982563113458e-01,4.158213441588787807e-01
5.378078554953800161e-01,3.137099439957709568e-01,3.965029197476499512e-01
5.311690173358040168e-01,3.077687708820237011e-01,4.002012804200762441e-01
5.492055706034608686e-01,2.993461221716733345e-01,4.045667186920531844e-01
5.510551756564581183e-01,2.993318645210142903e-01,3.781045703677231584e-01
5.451447069844630455e-01,2.896216637524756665e-01,4.065834512618308749e-01
5.295650346190722280e-01,2.996466146099946992e-01,4.149870306157777966e-01
5.293780916435232298e-01,3.008415209529706202e-01,4.046654155168468714e-01
5.213900958458612678e-01,3.081109292338310435e-01,4.096926090677507348e-01
5.433002828713556775e-01,2.995136117767433492e-01,3.930069881092361217e-01
5.396295957499803730e-01,3.178409138073755580e-01,4.032996601287489602e-01
5.411937677544687020e-01,2.934854556023946404e-01,4.074338176585737825e-01
5.404296387238564092e-01,3.157275685630715478e-01,3.941760093537294285e-01
5.607503310172951005e-01,3.063851882079777766e-01,4.084107768782404002e-01
5.565080024372826006e-01,2.914246485811444187e-01,4.068516467702585904e-01
5.729698883032783296e-01,2.967704851188168180e-01,3.954811022003592580e-01
5.555395575029798971e-01,3.024758521088665164e-01,4.060300894678022243e-01
5.548603966525809117e-01,2.976317113943908743e-01,3.942418577937415458e-01
