fold,iteration,pearson
0,0,0.3379179251926216
0,10,0.4152820680486869
0,20,0.45417663639650185
0,30,0.48193404844427484
0,40,0.45191302098117153
0,50,0.4673334267891284
0,60,0.495518898409593
0,70,0.49705694132074457
0,80,0.4984211217493332
0,90,0.4959725342279406
0,100,0.49534261231704424
0,110,0.5015279665293135
0,120,0.49152452685478243
0,130,0.4929190134177507
0,140,0.48998787963122825
0,150,0.48755433226400907
0,160,0.48788784281583775
0,170,0.49509469450331794
0,180,0.5031468761413834
0,190,0.49845531421385714
0,200,0.49495598863680024
0,210,0.4925952816329606
0,220,0.4967866480239435
0,230,0.4966083121718401
0,240,0.49576438687662905
0,250,0.4980061478030887
0,260,0.4986665634726122
0,270,0.4983596869160653
0,280,0.5014476273063618
0,290,0.5022124423426677
0,300,0.5011557117831846
0,310,0.5027886334284067
0,320,0.5028359188871648
0,330,0.5030333036367559
0,340,0.5043669183469159
0,350,0.5034466371138737
0,360,0.5054878563654042
0,370,0.5035390912565023
0,380,0.5041578311336022
0,390,0.5068446290309414
0,400,0.5086793126351431
0,410,0.5096702759801444
0,420,0.5091391422273666
0,430,0.5125238782765212
0,440,0.5135758635234632
0,450,0.5137808073696142
0,460,0.5160390760067786
0,470,0.5179120510815721
0,480,0.519314552400733
0,490,0.5184230294098928
0,500,0.5188163946991365
0,510,0.5189448820044613
0,520,0.5195386098266874
0,530,0.5195583337098161
0,540,0.5191912082998645
0,550,0.5193797161249387
0,560,0.5207588552811772
0,570,0.52127608196524
0,580,0.5214826550228975
0,590,0.5209049350226072
0,600,0.5213681788011361
0,610,0.5217051832235079
0,620,0.5215620217002216
0,630,0.5209341701314478
0,640,0.5214865529608872
0,650,0.5203727846203524
0,660,0.5209358181678534
0,670,0.5204064150009542
0,680,0.5206997420884615
0,690,0.5206446925341044
0,700,0.5212109249959072
0,710,0.521302801954572
0,720,0.5219370564425392
0,730,0.5222082723866763
0,740,0.5227336341363773
0,750,0.5234729316950263
0,760,0.5235286422141499
0,770,0.5235459111421918
0,780,0.5238513487949821
0,790,0.5239733867641129
0,800,0.5242809656367411
0,810,0.5243795507291658
0,820,0.5245592947389293
0,830,0.5245160218204978
0,840,0.5249412783663912
0,850,0.5249748037714581
0,860,0.5255490092975277
0,870,0.5254004412495926
0,880,0.5259719965943302
0,890,0.5261117540451314
0,900,0.5257773386504515
0,910,0.5256909148399719
0,920,0.5261367180471506
0,930,0.5264654591147535
0,940,0.5263488822636944
0,950,0.5265375408082836
0,960,0.5266790213497058
0,970,0.5275659143172711
0,980,0.5279414052209808
0,990,0.527983144463943
0,1000,0.5276900601574032
0,1010,0.5278331757394455
0,1020,0.5279935490808989
0,1030,0.5278917558269823
0,1040,0.5277748360479324
0,1050,0.5274969952520606
0,1060,0.5275760706043631
0,1070,0.5276455748992661
0,1080,0.5275179872665263
0,1090,0.5277786899296584
0,1100,0.5278895582463486
0,1110,0.528328606617268
0,1120,0.52868911186678
0,1130,0.528930254197191
0,1140,0.5292510142181671
0,1150,0.5292119146343663
0,1160,0.5290799721311981
0,1170,0.5291351832307188
0,1180,0.5288538173220715
0,1190,0.528747461671228
0,1200,0.5290711122498771
0,1210,0.5293748586348993
0,1220,0.5293323567306387
0,1230,0.5291526096406546
0,1240,0.5291227258079442
0,1250,0.5292490406064524
0,1260,0.5293997413082472
0,1270,0.5294080883542166
0,1280,0.5292307410352086
0,1290,0.5293226645288429
0,1300,0.5290232938993263
0,1310,0.5287812596262725
0,1320,0.5288103642257934
0,1330,0.5285318689339698
0,1340,0.5286106491992495
0,1350,0.5288638863684595
0,1360,0.5288432305014926
0,1370,0.5289293008823026
0,1380,0.5288172351451758
0,1390,0.5287238439579942
0,1400,0.528606211141613
0,1410,0.5289352003066271
0,1420,0.5289432889564326
0,1430,0.5290515611405309
0,1440,0.5292642723263334
0,1450,0.5293313811666972
0,1460,0.529236095699615
0,1470,0.5293586093538912
0,1480,0.5291119656954973
0,1490,0.5289319714247986
0,1500,0.5288743197704567
0,1510,0.5288573203582935
0,1520,0.5290261269060975
0,1530,0.5289784718667827
0,1540,0.5292400052079667
0,1550,0.5292299842936397
0,1560,0.5291244121817602
0,1570,0.529070535262123
0,1580,0.5291619276595457
0,1590,0.5290330233651143
0,1600,0.5291834310361762
0,1610,0.5293695663881011
0,1620,0.5293794902896183
0,1630,0.52927971045629
0,1640,0.5292245317071685
0,1650,0.5290932662806878
0,1660,0.5292119903206022
0,1670,0.52926169405992
0,1680,0.5294607559489387
0,1690,0.5295112717573489
0,1700,0.5294731151195669
0,1710,0.529446084674491
0,1720,0.5293581935995753
0,1730,0.5293125254535129
0,1740,0.5291363744103176
0,1750,0.5292632351661452
0,1760,0.5292510217627546
0,1770,0.5296355505714408
0,1780,0.5297263416071766
0,1790,0.5298219612409574
0,1800,0.5298238815166153
0,1810,0.5299288921113938
0,1820,0.5299602583255211
0,1830,0.5300590327442295
0,1840,0.5301602432673879
0,1850,0.5300021231284163
0,1860,0.5300691424587126
0,1870,0.5301104332309823
0,1880,0.5301562569736232
0,1890,0.529938541336119
0,1900,0.5299603922591853
0,1910,0.5299505516704174
0,1920,0.5299959568531658
0,1930,0.5300642021779387
0,1940,0.5300557753094275
0,1950,0.5301863254522554
0,1960,0.5300831376596651
0,1970,0.5301678087626107
0,1980,0.5302941119850573
0,1990,0.530315763036717
0,2000,0.530196883427453
0,2010,0.5303544180610178
0,2020,0.5304083709274676
0,2030,0.5304124947121441
0,2040,0.5304986721291829
0,2050,0.5305935865327233
0,2060,0.530771556576973
0,2070,0.5308017938488289
0,2080,0.5307674461761787
0,2090,0.5307202344615877
0,2100,0.530881616234158
0,2110,0.5309074432670304
0,2120,0.5307570647337649
0,2130,0.5306641424374723
0,2140,0.5307133724303418
0,2150,0.5306841561477966
0,2160,0.5306357994961258
0,2170,0.5306197370851417
0,2180,0.5304782079309596
0,2190,0.5303665789881525
0,2200,0.5302801623191629
0,2210,0.5303254933890709
0,2220,0.5303347102436701
0,2230,0.5303519251990422
0,2240,0.5303283594095255
0,2250,0.5303523150788119
0,2260,0.5303093562612304
0,2270,0.5302453708024432
0,2280,0.5301006212765146
0,2290,0.5301163301310868
0,2300,0.5301581450415999
0,2310,0.5300891574315907
0,2320,0.5300877579540031
0,2330,0.5301908085820272
0,2340,0.5301910833709497
0,2350,0.5302119212948829
0,2360,0.5302611239415748
0,2370,0.5302081670694143
0,2380,0.5302933841335574
0,2390,0.530329404128966
0,2400,0.5303286735764923
0,2410,0.5302899546783401
0,2420,0.5302745460720912
0,2430,0.5303472456133667
0,2440,0.5302925206499418
0,2450,0.5302512978243092
0,2460,0.5302957533510118
0,2470,0.530299162005752
0,2480,0.5302801719138412
0,2490,0.5302822034675995
0,2500,0.5302701096216127
0,2510,0.5301928378253955
0,2520,0.5302452526948946
0,2530,0.530273442511749
0,2540,0.5303042892391734
0,2550,0.5302890420049067
0,2560,0.5303356444425161
0,2570,0.5303169802309597
0,2580,0.5303594541520589
0,2590,0.5303500037170232
0,2600,0.5303559224680113
0,2610,0.5304229139409361
0,2620,0.5304319009288736
0,2630,0.5304515326070115
0,2640,0.530435970081698
0,2650,0.5304772296714942
0,2660,0.5304829172968727
0,2670,0.5304811630491345
0,2680,0.5304460263967281
0,2690,0.5304517164667308
0,2700,0.5303891370502711
0,2710,0.5303926822272514
0,2720,0.5303926851478691
0,2730,0.5304365081596549
0,2740,0.5304766859666804
0,2750,0.5304607960279463
0,2760,0.5305508958755668
0,2770,0.5305344223167302
0,2780,0.5305415290471256
0,2790,0.5305765543641766
0,2800,0.5305303673279874
0,2810,0.5304720892557189
0,2820,0.5304836306990147
0,2830,0.530495913215096
0,2840,0.530475559849418
0,2850,0.5305250093206406
0,2860,0.5304214299105904
0,2870,0.5304651656647135
0,2880,0.5305030111871961
0,2890,0.5304821484504956
0,2900,0.5305266845105931
0,2910,0.5305165585268454
0,2920,0.5305796838722875
0,2930,0.530587160127679
0,2940,0.5305909489216335
0,2950,0.5305831026023166
0,2960,0.530597019557144
0,2970,0.5306228611542593
