iteration,train_loss,val_loss,train_pearson,val_pearson,test_pearson,learning_rate
0,795383.4818211189,719061.5506388871,0.4785556500507661,0.3135150030160331,0.17937602794509191,0.0001
100,698638.9812168982,620257.9766500286,0.7127060426661989,0.7619959896338108,0.39323005211852546,0.0001
200,517015.51980071235,391738.59804760973,0.8075738771733569,0.826993608625382,0.45872485786920747,0.0001
300,339490.6202123184,355396.86245071987,0.8671679183178158,0.8418164309519955,0.49910986343411073,0.00015
400,253048.42504548485,273581.14766232274,0.8860236661874465,0.8913680728387972,0.5164240846552581,0.0002
500,204746.0007495278,208968.9438872523,0.9006082453050214,0.9012241140259705,0.5372616207203003,0.00025
600,167314.73264028056,198495.59251306835,0.9141882183813497,0.889378580259947,0.5403056507088324,0.0003
700,154729.9398308156,143453.04915879093,0.9120328645965718,0.925211006318434,0.5454465432450698,0.00035000000000000005
800,128775.95730842187,180143.72657368323,0.9246748735633696,0.8947658807541536,0.5502825440641057,0.0004
900,119335.42196291685,173386.52804681676,0.9294938644643863,0.884524729053963,0.5566915739952468,0.00045
1000,126347.7034799939,113372.2272472058,0.9211140446614017,0.9278169869558573,0.5576622447952384,0.0005
1100,119835.55679797167,118618.05062352438,0.922170585631415,0.9317580370347287,0.5586440033268814,0.00055
1200,115984.60560217345,119039.61412563294,0.9246988987938741,0.9261761718830301,0.5572252745135696,0.0006
1300,128400.24993342077,59384.093848431345,0.9157786936119319,0.9634234073431432,0.5576120709830277,0.0006500000000000001
1400,124328.25978671832,68463.06044088882,0.9213866667345902,0.9489743624112635,0.5580799683349587,0.0007000000000000001
1500,118620.9075963794,86064.0368259691,0.9247891594281747,0.9349315987464448,0.5585187845192985,0.00075
1600,112603.90592996292,106141.63700161155,0.925052747474961,0.9359505932948737,0.5595995891260784,0.0008
1700,103722.625041669,138483.5241854734,0.9293103095329833,0.9214506271225711,0.5604414148386404,0.0008500000000000001
1800,107883.74125880953,119778.46614313519,0.9264256734526136,0.930982623127871,0.5603458824804186,0.0009
1900,104723.55718223094,131087.3646515523,0.9311542034711414,0.9118195793839419,0.5607322361362899,0.00095
2000,111090.45407251615,104299.36071455832,0.9292388273325256,0.9195165783489376,0.5613237601161744,0.001
2100,91035.73636265723,183577.28246547712,0.9395732163006931,0.8806831477363422,0.5614442243789413,0.00105
2200,95501.4369129859,165044.35330363634,0.9354191183837343,0.8997231140159992,0.5615428858976742,0.0011
2300,101073.41586045784,142194.4566204897,0.9315517560186934,0.913187463859483,0.5618887088466177,0.00115
2400,109991.08395330522,106195.24715700807,0.9264397344035427,0.9320552955520363,0.5622266113904554,0.0012
2500,114383.95750164796,88344.10298199198,0.926407939516019,0.9328673043856587,0.5626697935553807,0.00125
2600,104590.14134440583,127280.2502847364,0.9344961216822193,0.8935475719497978,0.5628387265065299,0.0013000000000000002
2700,109440.2440664734,107615.28848640548,0.9303730985229095,0.9146930720556772,0.5628593062476147,0.00135
2800,97260.04538903505,156190.13630071795,0.9366901662015588,0.8870569021910143,0.5630751878253472,0.0014000000000000002
2900,98720.60388865108,150169.63973422622,0.9348448757710986,0.8990358347627376,0.5630805270440374,0.00145
3000,99990.15252396451,144924.90875233957,0.9334751896776279,0.9043084780001125,0.5631881335876727,0.0015
3100,106982.197094857,116851.91078138165,0.9283094370164323,0.9254274114362202,0.5631923877503021,0.00155
3200,94349.6107129816,167247.1323928652,0.93694890014492,0.8930325755478917,0.563372695381017,0.0016
3300,94127.28392540975,168139.25925655296,0.9383615272986154,0.8834671829820928,0.5634751723518804,0.0016500000000000002
3400,109776.14182904176,105487.94693018706,0.9273866442600713,0.9290305506493622,0.5634839375343135,0.0017000000000000001
3500,103061.80652846559,132240.8353637908,0.9324267447681613,0.9075427192570128,0.5635070293123071,0.0017499999999999998
3600,98894.38515562328,148882.92809545918,0.933440815906376,0.9058025953916325,0.5635423207558246,0.0018
3700,93348.26624229657,171063.67573269823,0.939930262601146,0.8725213952624455,0.5636038293824409,0.00185
3800,101398.23941557275,138829.4722194252,0.9338207222261447,0.9013227333158047,0.5636672205339701,0.0019
3900,96215.55833840356,159514.25873252825,0.9352867809789622,0.8987260917154773,0.5637712307027075,0.0019500000000000001
4000,114507.62367166288,86352.57434047709,0.922477371459217,0.9465342403446333,0.5638006727499066,0.002
4100,98062.49962968845,152111.94532176395,0.932672178162641,0.9114199046585693,0.5638181582749884,0.0020499999999999997
4200,105844.09136629259,120998.33491155435,0.932209222124319,0.9061706502198306,0.5638333398195714,0.0021
4300,112805.80481744208,93123.88332790653,0.9274442316069182,0.9286163634404034,0.5638454913443981,0.00215
4400,126161.20595365464,39693.91752136508,0.9187276093970207,0.9687015133449158,0.5638535878061838,0.0022
4500,115230.87787190215,83415.11111584451,0.9266645057232794,0.9334384256684076,0.5638802072987669,0.0022500000000000003
4600,108686.62395217134,109583.71317133834,0.9279747341010959,0.9271982369939257,0.5638855233157032,0.0023
4700,107372.4339974478,114826.41047698403,0.9282200966879484,0.9271544300139694,0.5639016658806709,0.00235
4800,112148.69151378851,95717.03269073604,0.925746315667815,0.9360005617494531,0.5639077253440993,0.0024
4900,104641.58710664278,125733.48220979355,0.9292361903905141,0.9229518402387893,0.563917850328132,0.00245
