feature,importance
feature_112,386
feature_140,366
feature_154,341
feature_70,319
feature_56,313
feature_203,293
feature_42,290
feature_196,287
feature_224,279
feature_34,277
feature_266,276
feature_252,276
feature_182,276
feature_76,276
feature_84,275
feature_202,271
feature_0,267
feature_175,265
feature_28,263
feature_14,262
feature_238,257
feature_119,249
feature_98,244
feature_147,243
feature_168,242
feature_141,242
feature_6,241
feature_62,237
feature_7,236
feature_92,234
feature_146,232
feature_189,232
feature_106,230
feature_216,230
feature_29,228
feature_20,226
feature_273,224
feature_231,224
feature_85,220
feature_225,220
feature_132,220
feature_77,216
feature_258,213
feature_205,212
feature_126,209
feature_113,205
feature_259,202
feature_118,200
feature_217,200
feature_104,194
feature_183,194
feature_174,188
feature_90,188
feature_105,184
feature_48,183
feature_176,179
feature_210,178
feature_99,178
feature_21,178
feature_127,177
feature_230,173
feature_239,173
feature_35,168
feature_15,168
feature_71,165
feature_63,164
feature_177,161
feature_218,159
feature_160,158
feature_244,156
feature_169,155
feature_107,155
feature_133,155
feature_267,154
feature_64,153
feature_211,152
feature_1,150
feature_134,150
feature_204,148
feature_8,144
feature_57,144
feature_272,144
feature_78,142
feature_197,142
feature_155,141
feature_91,139
feature_161,138
feature_49,137
feature_135,137
feature_43,136
feature_253,133
feature_245,132
feature_162,132
feature_190,131
feature_22,130
feature_188,128
feature_120,125
feature_23,125
feature_36,124
feature_50,121
feature_121,116
feature_148,115
feature_149,114
feature_156,112
feature_142,110
feature_246,109
feature_232,108
feature_37,106
feature_114,105
feature_79,105
feature_274,104
feature_163,103
feature_191,99
feature_25,98
feature_260,98
feature_9,98
feature_11,96
feature_51,95
feature_65,92
feature_219,91
feature_2,88
feature_179,85
feature_193,84
feature_226,84
feature_86,82
feature_93,82
feature_58,81
feature_170,81
feature_249,81
feature_39,81
feature_151,81
feature_81,80
feature_198,80
feature_95,79
feature_254,78
feature_72,77
feature_100,76
feature_221,76
feature_233,75
feature_137,74
feature_30,74
feature_235,74
feature_184,73
feature_207,72
feature_109,70
feature_16,69
feature_123,69
feature_240,68
feature_247,68
feature_128,66
feature_261,65
feature_67,65
feature_44,65
feature_268,61
feature_275,57
feature_277,57
feature_53,56
feature_263,51
feature_165,50
feature_212,47
feature_143,46
feature_157,41
feature_115,40
feature_73,38
feature_45,37
feature_255,35
feature_83,34
feature_27,34
feature_139,31
feature_59,29
feature_181,27
feature_101,27
feature_167,27
feature_41,26
feature_13,26
feature_185,25
feature_251,24
feature_269,24
feature_237,24
feature_31,23
feature_97,23
feature_87,22
feature_241,22
feature_153,22
feature_3,21
feature_17,21
feature_125,21
feature_227,20
feature_209,20
feature_171,20
feature_279,19
feature_129,19
feature_199,19
feature_195,18
feature_111,18
feature_69,16
feature_116,15
feature_55,13
feature_213,13
feature_223,13
feature_265,12
feature_256,11
feature_144,10
feature_60,9
feature_158,9
feature_18,9
feature_200,8
feature_228,8
feature_4,7
feature_74,6
feature_88,6
feature_257,6
feature_130,5
feature_186,5
feature_46,5
feature_172,5
feature_243,5
feature_159,5
feature_214,4
feature_173,4
feature_242,4
feature_68,4
feature_102,3
feature_5,3
feature_278,3
feature_271,3
feature_234,2
feature_89,2
feature_201,2
feature_222,2
feature_32,2
feature_145,2
feature_215,2
feature_131,2
feature_26,1
feature_94,1
feature_250,1
feature_248,1
feature_270,1
feature_19,1
feature_108,1
feature_96,1
feature_152,1
feature_103,1
feature_208,1
feature_117,1
feature_150,1
feature_206,1
feature_192,1
feature_166,1
feature_24,0
feature_276,0
feature_33,0
feature_262,0
feature_164,0
feature_38,0
feature_40,0
feature_138,0
feature_47,0
feature_136,0
feature_264,0
feature_52,0
feature_220,0
feature_54,0
feature_10,0
feature_236,0
feature_110,0
feature_82,0
feature_80,0
feature_187,0
feature_12,0
feature_75,0
feature_178,0
feature_229,0
feature_180,0
feature_66,0
feature_122,0
feature_124,0
feature_61,0
feature_194,0
