iteration,train_loss,val_loss,train_pearson,val_pearson,test_pearson,learning_rate
1200,72559.23790191747,633201.9576664718,0.9752884941794788,0.5085309595310118,0.5576077168753071,0.0005600000000000001
1300,59777.16054668413,628897.4044292737,0.9795803201048517,0.5125666077249171,0.5609580528042939,0.00058
1400,50085.31254715088,625465.3481260649,0.9826910085301951,0.5157223082043194,0.5647894497682427,0.0006
1500,41927.0975899247,625556.4225926962,0.9854004937272989,0.5138782445009913,0.5646398792453768,0.00062
1600,35274.846908338164,628033.8198474185,0.9875853331077177,0.5098513436426177,0.5648456833440855,0.00064
0,782219.1092284766,773880.8776853366,0.3734568566378399,0.0031775707919270563,0.14916049901805895,0.00066
100,751646.6629984826,761417.1809498149,0.7241881978955281,0.36965125143901933,0.4492864624791585,0.00068
200,673248.5221064313,731187.4971828904,0.7566061708097493,0.3947283198635982,0.47867529795887254,0.0007000000000000001
300,574171.8575799457,689018.189933838,0.7998861980163618,0.45721206725282987,0.5108322007612318,0.0007199999999999999
400,461757.41924067383,648203.6570614207,0.8459827990737139,0.4881537376394846,0.5367482982984481,0.00074
500,362333.52730144147,621783.1400309114,0.8757478781515567,0.49208362927171556,0.5459325603971448,0.00076
600,283148.75255508214,597018.0723844062,0.9045604937598916,0.5082679441777591,0.5753326629293387,0.00078
700,222745.36036961418,572649.0899556674,0.923848540506901,0.5315542579420586,0.5772907990886961,0.0008
800,179194.57910094486,557645.330723033,0.9398859402650224,0.5430499242874021,0.5783594367579493,0.0008200000000000001
900,142593.2280867875,550735.064406115,0.9530960183045896,0.5452547644658856,0.5779210802634034,0.00084
1000,114662.82775259526,543420.4692553697,0.9623235926538147,0.5511384902689602,0.5815705370204483,0.00086
1100,93758.29231557056,537826.4943787704,0.968667721223887,0.5560906411889543,0.5809554495749113,0.0008799999999999999
1200,77054.0235273373,535888.0255667008,0.9742380612088894,0.5572290768877493,0.5778745245492841,0.0009
1300,63430.22329909467,535465.0832870564,0.9787238387971438,0.555984175694217,0.581414099045462,0.00092
1400,52730.11943113909,536191.4560137654,0.9822317495849876,0.5542750823171537,0.5799610481365869,0.00094
1500,44063.22911423606,536139.7437991614,0.9850636891833592,0.553731760250432,0.5838839676562747,0.00096
1600,37272.741998651436,535843.2514420017,0.9873289241492804,0.5536690790598273,0.5884585627549141,0.00098
0,801475.176980757,695647.7642595345,0.4243333429819781,0.06939365527536369,0.27050345076448595,0.001
100,767537.8918642681,685994.7123899799,0.6835801414718881,0.2591078882811677,0.45608786449458893,0.0010199999999999999
200,681391.1121551258,663428.157685844,0.745811010068818,0.29434207632910425,0.46713241574787495,0.00104
300,572763.3599429231,650211.5463259781,0.8022420965778051,0.2824750708664356,0.49686071758001366,0.00106
400,457030.8354656307,634464.6083318846,0.8455313827294253,0.30641176937293624,0.5366394775388876,0.00108
500,355495.1006001305,618899.5906767074,0.8797289222046129,0.3367812837314495,0.5364228136004516,0.0011
600,274157.5899850156,609343.1299573226,0.9068771389844047,0.3552517816102131,0.5505855357909067,0.0011200000000000001
700,212894.896165271,592555.0125933753,0.928365780450154,0.38727638225396555,0.5600045826336362,0.0011400000000000002
800,170786.289606753,584094.7799754154,0.942163667780854,0.4026846970186218,0.5698075453553585,0.00116
900,136584.0519726676,578581.7784820037,0.9533143977340133,0.41251604191927094,0.5712610948438461,0.00118
1000,110236.75370289944,573228.3597883135,0.9626037175285171,0.4223702574774575,0.5741623431763244,0.0012
1100,89727.4649460729,571781.2387291944,0.9694354846794861,0.42502443407658325,0.5762845191835585,0.00122
1200,74064.62649990099,568845.3235371805,0.9750085143013121,0.4296077256333455,0.5711405207952909,0.00124
1300,61287.84779632889,564820.2921259763,0.9793247815144328,0.4361621006325984,0.569830189096949,0.00126
1400,50972.952433608814,562977.386281858,0.9824253827497158,0.43935823876351676,0.5698574554671221,0.00128
1500,42658.39950426744,564321.9449355892,0.9852869849971577,0.43744823978244907,0.5714972254505143,0.0013000000000000002
1600,35968.30588801979,561281.4637901476,0.9874671057382916,0.4426317368203114,0.575383126538091,0.00132
1700,30750.99476856002,560286.985448051,0.9892541431368258,0.44392071391360716,0.5757973803541289,0.00134
1800,26315.2736434911,559425.3358130086,0.99073965628469,0.4455178581702527,0.5750214559063228,0.00136
1900,22766.041640810767,558938.3027716994,0.9919632743012289,0.4462540009753521,0.576023127646112,0.0013800000000000002
2000,19658.167720968144,558310.4928478913,0.9930932500914911,0.4471142781827838,0.5768303323930462,0.0014000000000000002
2100,17146.39467603004,558130.2857408229,0.9939342162575506,0.44786049275430895,0.576243122130186,0.0014199999999999998
2200,14993.271786241483,557112.9016733393,0.9946849409746924,0.4496286304131447,0.5771247956411822,0.0014399999999999999
2300,13242.49436343043,556606.117015973,0.9952650660074657,0.45064844385422786,0.577547489771249,0.00146
2400,11727.459604153646,556919.7798119794,0.9958020549471266,0.4501712733756991,0.5775416368336784,0.00148
2500,10527.151747906528,556694.7063766286,0.9962189862535691,0.45062029873727255,0.5775098129472307,0.0015
2600,9478.03701922605,556097.0772027476,0.9965841477013916,0.45159583783611495,0.5780243840281016,0.00152
2700,8602.782809713573,555772.6927136368,0.996878975957023,0.452116520507628,0.578493061300984,0.00154
2800,7862.2702175250715,555873.4976399788,0.9971391334795072,0.45196354193096455,0.57907024427638,0.00156
2900,7232.247040550606,555609.4719899636,0.9973665635210789,0.45232238451968415,0.5793654901479502,0.00158
0,770196.9459118631,821306.210641201,0.4081833432306988,0.24452125558974735,0.17374741487391412,0.0016
100,738638.5627852809,809007.149368037,0.6446887640910259,0.2684355063578559,0.35408756893843735,0.0016200000000000001
200,659295.643980549,774710.9365452919,0.7283681015797103,0.3488159346266465,0.41351170910172474,0.0016400000000000002
300,557431.3566904762,740295.6074996266,0.7784366332055853,0.37359072255567777,0.4470897773969233,0.00166
400,450123.1871840974,703366.7861693327,0.839680751317025,0.4140386636607426,0.5166986186430012,0.00168
500,350778.4148178889,680460.5454267332,0.8749130857885755,0.42489884565824304,0.5384089553499252,0.0017000000000000001
600,273460.5982612063,657140.5241527975,0.9018262683789909,0.45005036370986906,0.5586292131654926,0.00172
700,216044.1535349818,640035.7639671874,0.9232345619173516,0.4697725047922757,0.5796887380906315,0.00174
800,170542.7986469998,625025.4762465352,0.9391236843574036,0.4880363707522996,0.5872933499420272,0.0017599999999999998
900,137810.5195399432,618242.9287896098,0.9506846922434842,0.4950702059404273,0.5918038969492976,0.00178
1000,112167.88595616775,613084.6942586439,0.959800954507384,0.5002906839341578,0.5968581637487663,0.0018
1100,91017.32860995468,606817.5630083359,0.9679677090392105,0.5075283123737635,0.5985139514970043,0.00182
1200,75014.5040434681,602682.5468944227,0.9732882546555313,0.511979384639954,0.6013961663876475,0.00184
1300,62255.87433259313,598540.4028330015,0.9776870026573239,0.5165111239364468,0.601325359086801,0.00186
1400,52138.934294737075,597704.7799404416,0.9813265914881923,0.5171299895744523,0.6026566394378307,0.00188
1500,43660.99624922577,597138.1972519517,0.9843987195878263,0.5175945851290469,0.6036986116448906,0.0019
1600,36844.36442101428,595414.8140390876,0.9869670726494795,0.5195366908834216,0.6063438162096202,0.00192
1700,31324.466344282788,593665.1348847663,0.988891451106558,0.5215792448206514,0.6072679875764273,0.00194
1800,26940.31147866096,593699.6060990212,0.9903391929868095,0.5213884699002663,0.6070995914849233,0.00196
1900,23278.437530990952,593076.301938982,0.991626854764687,0.5221169888642858,0.6062913952930579,0.00198
2000,20293.633394529814,592379.5697967386,0.9927004697143919,0.5229897165316215,0.6076983566958807,0.002
2100,17809.727684075682,590337.5575663096,0.9935053956004314,0.5253861629682246,0.606558163852021,0.00202
2200,15669.536159282598,589272.6235061607,0.9943033801816602,0.5266338868247762,0.6064389965377331,0.0020399999999999997
2300,13962.519022304148,587950.9882581132,0.9948841223825251,0.528213968021082,0.6068359915685213,0.0020599999999999998
2400,12463.693606762043,587303.6278644253,0.9954407584944678,0.5290004784476632,0.6067391657808925,0.00208
2500,11160.71576268156,586632.3569596221,0.9959288326499023,0.5297912019523785,0.6071099384398906,0.0021
2600,10090.75388675133,586176.9832497907,0.9963149035121597,0.5303509112860899,0.6080495718234965,0.00212
2700,9156.050770239837,586143.131905674,0.9966284044757073,0.5303370317997593,0.607839035021988,0.00214
2800,8377.283042832049,586124.8793271822,0.9969160531595671,0.5303381171368847,0.6086931440277334,0.00216
