mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.5573545455932618,0.008638569651508388,0.0012526512145996094,0.00013417548616027767,1.0,100,2,2,7,0.05,"{'subsample': 1.0, 'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 7, 'learning_rate': 0.05}",-625514.6352618135,-575850.4743349437,-692513.7248836135,-619985.5058461878,-614157.2635185521,-625604.3207690222,37722.48093187501,15
1.0430235862731934,0.007867527541844659,0.0009406566619873047,0.0001136329660970088,0.9,100,10,2,5,0.1,"{'subsample': 0.9, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 5, 'learning_rate': 0.1}",-545586.347005411,-509522.2602956753,-645289.6916781636,-554478.274987844,-575500.9559985948,-566075.5059931378,44980.65656141352,7
0.724539041519165,0.012598348492977175,0.0007955551147460938,7.510774074661778e-05,1.0,100,2,2,3,0.1,"{'subsample': 1.0, 'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.1}",-551338.327370684,-502605.12368650903,-658900.2352657305,-511483.20783015166,-578977.6267874481,-560660.9041881047,56324.59215050185,6
0.2939173698425293,0.0007677451029902163,0.0006437301635742188,9.664843433715712e-05,0.8,50,5,1,3,0.1,"{'subsample': 0.8, 'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 3, 'learning_rate': 0.1}",-601269.7718745079,-548319.9660950046,-731807.9816176571,-577377.8163512961,-636266.9621872583,-619008.4996251449,63350.17394212499,13
0.5948721885681152,0.0074697909910316496,0.0007757186889648437,7.731184820583474e-05,0.8,100,5,1,3,0.2,"{'subsample': 0.8, 'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 3, 'learning_rate': 0.2}",-491484.9634035514,-498616.83910373354,-613156.1355475514,-493285.72527773713,-556882.3024291681,-530685.1931523483,47857.08393762494,3
0.8338888645172119,0.0028473964861449727,0.0009344100952148437,1.3321092720303242e-05,0.9,50,5,2,9,0.01,"{'subsample': 0.9, 'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 9, 'learning_rate': 0.01}",-737306.296498032,-647413.451442432,-766565.828847933,-634895.818639885,-719506.0950646353,-701137.4980985835,51382.267531569225,19
2.3408719539642333,0.02237444166013945,0.0014052867889404296,0.00018586335623466864,1.0,200,5,1,5,0.1,"{'subsample': 1.0, 'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 5, 'learning_rate': 0.1}",-531184.4313119318,-488823.4011729395,-665729.8715500608,-542183.3006144571,-575097.1722096509,-560603.6353718081,59361.247400656284,5
0.6272002220153808,0.01880458158836619,0.0008631706237792969,9.694799528346279e-05,0.8,50,5,2,7,0.01,"{'subsample': 0.8, 'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 7, 'learning_rate': 0.01}",-735310.4459034766,-654978.0510382846,-780884.9302861457,-633627.1641451524,-728491.6055721149,-706658.4393890349,54427.247363085626,20
6.029429531097412,0.03071534369399437,0.003503894805908203,8.276148691394771e-05,0.8,500,10,4,7,0.1,"{'subsample': 0.8, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 7, 'learning_rate': 0.1}",-573507.7444449334,-554973.884691724,-641662.8406962536,-523922.2936198568,-602653.0391212346,-579343.9605148004,40314.95788811393,8
1.8468006134033204,0.02066673565244359,0.0013726711273193359,8.942020318285176e-05,1.0,100,5,4,9,0.2,"{'subsample': 1.0, 'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 9, 'learning_rate': 0.2}",-678339.5156880105,-597022.3384215037,-699466.199066277,-637450.5424364039,-689915.4797638605,-660438.8150752111,38111.82424095862,17
1.9946999073028564,0.050209263491131584,0.001256418228149414,0.00012256759443326283,0.9,300,10,4,3,0.01,"{'subsample': 0.9, 'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_depth': 3, 'learning_rate': 0.01}",-635738.659772984,-572476.2316885093,-739471.4572869275,-590101.512490247,-660976.2789198788,-639752.8280317093,58994.48615841192,16
0.7175066471099854,0.012619418867943311,0.0007289886474609375,6.127507768264857e-05,1.0,100,5,2,3,0.2,"{'subsample': 1.0, 'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_depth': 3, 'learning_rate': 0.2}",-535220.8810902571,-458548.79140456393,-593130.7270883359,-465543.2493993711,-544249.802332893,-519338.69026308425,50808.332879154754,2
1.0538007736206054,0.02690627217392373,0.000954437255859375,0.00014162034699381618,0.9,100,2,4,5,0.05,"{'subsample': 0.9, 'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 5, 'learning_rate': 0.05}",-571681.5843886544,-526317.1003291178,-662127.7801505426,-540733.3840643411,-630934.3755283796,-586358.8448922072,52211.15823940651,9
0.7523403644561768,0.023842835222908254,0.0009190559387207032,9.291969475064405e-05,0.8,50,10,1,9,0.1,"{'subsample': 0.8, 'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': 9, 'learning_rate': 0.1}",-637479.5294266917,-593328.6867144316,-666182.2097769895,-582271.6264532155,-635074.9598275222,-622867.4024397702,30852.111764903562,14
