param_set,fold,pearson,weight
1,1,0.5346906190983018,0.0
1,2,0.5962821663227702,0.33748772912578195
1,3,0.5590781636499405,0.0
1,4,0.5384203899861396,0.0
1,5,0.5949215492472338,0.0
2,1,0.5446773890794627,0.0
2,2,0.571393422601772,0.0
2,3,0.568176748967834,0.0
2,4,0.5385262971550511,0.0
2,5,0.5718173799399744,0.32364098732098384
3,1,0.5565462540379026,0.0
3,2,0.5858861246183464,0.0
3,3,0.5759232837530158,0.0
3,4,0.5529114143241076,0.0
3,5,0.5987266665520489,0.33887128355323426
